,bearish,bullish,date,title,enddate,yqdopen,yqdclose
57,"['TEVA', 'EEP']","['SIRI', 'KTOS', 'MAR']",20170327,Enbridge Energy Partners' Yield Is A Red Flag - Cramer's Lightning Round (3/24/17),20170927,"[['2017-03-27', '5.080482'], ['2017-03-27', '7.990000'], ['2017-03-27', '92.564995']]","[['2017-09-27', '5.530000'], ['2017-09-27', '13.300000'], ['2017-09-27', '108.360001']]"
58,"['F', 'OPK']","['CIM', 'MO', 'RRD', 'CY', 'STZ', 'PM']",20170324,It's Tough To Own Ford - Cramer's Lightning Round (3/23/17),20170924,"[['2017-03-24', '18.590120'], ['2017-03-24', '71.811737'], ['2017-03-24', '11.419675'], ['2017-03-24', '14.116180'], ['2017-03-24', '163.143219'], ['2017-03-24', '109.790688']]","[['2017-09-22', '18.976337'], ['2017-09-22', '62.490002'], ['2017-09-22', '9.960000'], ['2017-09-22', '14.229538'], ['2017-09-22', '201.809998'], ['2017-09-22', '111.446999']]"
59,"['TWX', 'T']","['HSY', 'FLEX']",20170323,Hershey Will Go Higher - Cramer's Lightning Round (3/22/17),20170923,"[['2017-03-23', '106.853127'], ['2017-03-23', '16.639999']]","[['2017-09-22', '106.480003'], ['2017-09-22', '16.660000']]"
60,"['TGT', 'GILD', 'NVO', 'LLY', 'AUPH', 'NOK', 'CTXS', 'CYH', 'UNH']","['VOYA', 'CUDA', 'STM', 'TELL', 'DAL']",20170320,Delta Air Lines Is Cheap - Cramer's Lightning Round (3/17/17),20170920,"[['2017-03-20', '39.228363'], ['2017-03-20', '23.309999'], ['2017-03-20', '15.310259'], ['2017-03-20', '11.360000'], ['2017-03-20', '46.358501']]","[['2017-09-20', '39.000000'], ['2017-09-20', '24.320000'], ['2017-09-20', '19.530001'], ['2017-09-20', '10.770000'], ['2017-09-20', '48.040001']]"
61,"['SPH', 'INFN', 'FNSR', 'HCLP']","['WFC', 'NOV', 'GOV', 'GE']",20170317,Wells Fargo Is A Buy - Cramer's Lightning Round (3/16/17),20170917,"[['2017-03-17', '57.841068'], ['2017-03-17', '39.195049'], ['2017-03-17', '19.372192'], ['2017-03-17', '29.336920']]","[['2017-09-15', '51.660000'], ['2017-09-15', '34.450001'], ['2017-09-15', '18.760000'], ['2017-09-15', '23.930000']]"
62,"['CRTO', 'KORS', 'CCJ', 'DATA', 'AAOI', 'FNSR', 'CBI']","['AMAT', 'LRCX', 'KLAC', 'AOBC']",20170316,Don't Buy Tableau Software - Cramer's Lightning Round (3/15/17),20170916,"[['2017-03-16', '38.872734'], ['2017-03-16', '125.280312'], ['2017-03-16', '93.067963'], ['2017-03-16', '19.549999']]","[['2017-09-15', '47.139999'], ['2017-09-15', '172.990005'], ['2017-09-15', '98.639999'], ['2017-09-15', '14.260000']]"
63,"['JEC', 'SGEN']","['CHKP', 'CSCO', 'SYY', 'CYBR']",20170315,Seattle Genetics Is Too High To Be Bought - Cramer's Lightning Round (3/14/17),20170915,"[['2017-03-15', '100.730003'], ['2017-03-15', '33.341988'], ['2017-03-15', '51.586895'], ['2017-03-15', '50.000000']]","[['2017-09-15', '113.000000'], ['2017-09-15', '32.162079'], ['2017-09-15', '53.333527'], ['2017-09-15', '41.680000']]"
64,"['XOM', 'IONS', 'BETR']","['ABBV', 'SWKS', 'ABT', 'SONC']",20170314,AbbVie And Abbott Are Good Stocks - Cramer's Lightning Round (3/13/17),20170914,"[['2017-03-14', '63.997372'], ['2017-03-14', '98.210701'], ['2017-03-14', '44.067024'], ['2017-03-14', '23.319645']]","[['2017-09-14', '88.601891'], ['2017-09-14', '107.080002'], ['2017-09-14', '51.438385'], ['2017-09-14', '23.709999']]"
65,"['RAD', 'WBA', 'GWPH', 'QIWI']","['BURL', 'TJX', 'ROST']",20170313,Rite Aid Might Go Lower Than $4 - Cramer's Lightning Round (3/10/17),20170913,"[['2017-03-13', '93.769997'], ['2017-03-13', '77.404457'], ['2017-03-13', '66.600647']]","[['2017-09-13', '90.809998'], ['2017-09-13', '73.489998'], ['2017-09-13', '61.410000']]"
66,"['M', 'NLY', 'SWIR']","['CWH', 'AAOI', 'ANET', 'MRVL']",20170310,Don't Buy Macy's - Cramer's Lightning Round (3/9/17),20170910,"[['2017-03-10', '31.318514'], ['2017-03-10', '50.919998'], ['2017-03-10', '124.169998'], ['2017-03-10', '16.162199']]","[['2017-09-08', '38.459724'], ['2017-09-08', '56.759998'], ['2017-09-08', '172.679993'], ['2017-09-08', '17.136974']]"
67,"['NVDA', 'RAI', 'MO', 'PM']","['ICE', 'MU']",20170309,Hot Money Has To Get Out Of Nvidia - Cramer's Lightning Round (3/8/17),20170909,"[['2017-03-09', '59.495159'], ['2017-03-09', '25.150000']]","[['2017-09-08', '65.142654'], ['2017-09-08', '32.450001']]"
68,"['CHK', 'EXAS', 'FRAC', 'SSYS']","['TGTX', 'ARNC', 'MMP', 'THS', 'KMI']",20170308,TreeHouse Foods Is A Good Buy - Cramer's Lightning Round (3/7/17),20170908,"[['2017-03-08', '10.150000'], ['2017-03-08', '26.726622'], ['2017-03-08', '74.664902'], ['2017-03-08', '85.139999'], ['2017-03-08', '21.032734']]","[['2017-09-08', '12.200000'], ['2017-09-08', '24.420000'], ['2017-09-08', '69.339996'], ['2017-09-08', '65.739998'], ['2017-09-08', '19.139999']]"
69,"['CAB', 'WRD']","['ROP', 'T']",20170307,AT&T Is A Buy - Cramer's Lightning Round (3/6/17),20170907,"[['2017-03-07', '210.777328'], ['2017-03-07', '40.346989']]","[['2017-09-07', '229.637619'], ['2017-09-07', '35.158489']]"
70,"['CBI', 'MTZ', 'EME', 'MBLY', 'HZNP', 'BA']",['AMD'],20170306,Buy AMD At $12.25 - Cramer's Lightning Round (3/3/17),20170906,"[['2017-03-06', '13.040000']]","[['2017-09-06', '12.860000']]"
71,"['PRU', 'CB', 'ZTO', 'XPO', 'FDX']","['NDSN', 'GSK', 'ASX']",20170303,Don't Buy ZTO Express - Cramer's Lightning Round (3/2/17),20170903,"[['2017-03-03', '124.452843'], ['2017-03-03', '40.988609'], ['2017-03-03', '5.908052']]","[['2017-09-01', '110.269997'], ['2017-09-01', '40.200001'], ['2017-09-01', '6.130000']]"
72,"['OPK', 'FEYE', 'CSCO']","['KBR', 'TTC']",20170302,Buy Cisco Instead Of FireEye - Cramer's Lightning Round (3/1/17),20170902,"[['2017-03-02', '14.780700'], ['2017-03-02', '59.893696']]","[['2017-09-01', '16.355106'], ['2017-09-01', '60.848042']]"
73,"['SWN', 'OXY', 'RIG', 'SLB', 'NCLH', 'CCL', 'CDE', 'GOLD', 'TOO', 'FGP', 'OLN']","['PENN', 'NTAP']",20170301,NetApp Can Go Higher - Cramer's Lightning Round (2/28/17),20170901,"[['2017-03-01', '14.630000'], ['2017-03-01', '42.403606']]","[['2017-09-01', '22.410000'], ['2017-09-01', '38.476139']]"
74,"['FSLR', 'WB', 'SLCA', 'QCOM', 'NXPI', 'ARRY', 'CELG', 'ESPR']","['PYPL', 'CHRW', 'TXN']",20170228,Texas Instruments Is Inexpensive - Cramer's Lightning Round (2/27/17),20170828,"[['2017-02-28', '42.000000'], ['2017-02-28', '78.886246'], ['2017-02-28', '75.686348']]","[['2017-08-28', '60.529999'], ['2017-08-28', '70.603271'], ['2017-08-28', '80.760002']]"
75,['SUN'],"['CSCO', 'ED', 'PANW', 'SKT']",20170227,Cisco Is A Strong Play In Cybersecurity - Cramer's Lightning Round (2/24/17),20170827,"[['2017-02-27', '33.361462'], ['2017-02-27', '75.178413'], ['2017-02-27', '153.949997'], ['2017-02-27', '33.865570']]","[['2017-08-25', '31.170647'], ['2017-08-25', '84.480003'], ['2017-08-25', '128.630005'], ['2017-08-25', '24.280001']]"
76,"['AGX', 'GTN', 'NXST', 'K', 'THS', 'BBY', 'EXAS', 'TAST', 'SNCR']","['VZ', 'TMUS', 'BOX']",20170224,Don't Buy Kellogg - Cramer's Lightning Round (2/23/17),20170824,"[['2017-02-24', '48.770973'], ['2017-02-24', '62.209999'], ['2017-02-24', '17.930000']]","[['2017-08-24', '47.737309'], ['2017-08-24', '63.970001'], ['2017-08-24', '19.740000']]"
77,"['HBAN', 'KEY', 'EXEL', 'SAM', 'GILD']","['HCA', 'MU', 'FCX', 'MET', 'WDC', 'INCY', 'SWKS', 'AMD']",20170223,Incyte Is Undervalued - Cramer's Lightning Round (2/22/17),20170823,"[['2017-02-23', '86.449997'], ['2017-02-23', '23.480000'], ['2017-02-23', '13.480000'], ['2017-02-23', '46.942146'], ['2017-02-23', '73.308044'], ['2017-02-23', '121.949997'], ['2017-02-23', '94.751106'], ['2017-02-23', '14.320000']]","[['2017-08-23', '78.900002'], ['2017-08-23', '30.450001'], ['2017-08-23', '15.290000'], ['2017-08-23', '47.049999'], ['2017-08-23', '87.812309'], ['2017-08-23', '123.650002'], ['2017-08-23', '102.709999'], ['2017-08-23', '12.480000']]"
78,"['HLF', 'RAD', 'WBA', 'ABX', 'GOLD', 'BUD', 'STZ', 'GEO']","['SHLX', 'POT', 'MU', 'PFG', 'MOS', 'AGCO', 'MMP']",20170217,Micron Technology Is A Cheap Stock - Cramer's Lightning Round (2/16/17),20170817,"[['2017-02-17', '32.333996'], ['2017-02-17', '18.401548'], ['2017-02-17', '23.350000'], ['2017-02-17', '60.773029'], ['2017-02-17', '32.826473'], ['2017-02-17', '63.723202'], ['2017-02-17', '78.246864']]","[['2017-08-17', '26.200001'], ['2017-08-17', '17.190466'], ['2017-08-17', '29.620001'], ['2017-08-17', '62.457973'], ['2017-08-17', '19.945066'], ['2017-08-17', '67.839996'], ['2017-08-17', '64.849998']]"
79,"['EMES', 'SLB', 'SSW']","['NVDA', 'CQP', 'ACN', 'INO', 'HSY']",20170216,Hershey Is A Long-Term Buy - Cramer's Lightning Round (2/15/17),20170816,"[['2017-02-16', '106.907997'], ['2017-02-16', '31.228373'], ['2017-02-16', '118.334320'], ['2017-02-16', '7.000000'], ['2017-02-16', '105.802124']]","[['2017-08-16', '165.004715'], ['2017-08-16', '28.160000'], ['2017-08-16', '128.782684'], ['2017-08-16', '5.520000'], ['2017-08-16', '105.394470']]"
80,['NOK'],"['AKS', 'NUE', 'ENB', 'AQN', 'CBG']",20170215,Buy Nucor - Cramer's Lightning Round (2/14/17),20170815,"[['2017-02-15', '8.490000'], ['2017-02-15', '62.618534'], ['2017-02-15', '41.799633'], ['2017-02-15', '8.735647'], ['2017-02-15', '35.439999']]","[['2017-08-15', '5.240000'], ['2017-08-15', '55.192272'], ['2017-08-15', '39.230000'], ['2017-08-15', '10.373885'], ['2017-08-15', '36.130001']]"
81,"['UBNT', 'LGF.A', 'DUK', 'MCY', 'TRV', 'ALL', 'IMMU', 'CELG', 'SUN']","['ZLTQ', 'CHK', 'PCLN', 'SLB']",20170214,Buy Schlumberger At $81 - Cramer's Lightning Round (2/13/17),20170814,"[['2017-02-14', '6.440000'], ['2017-02-14', '1637.290039'], ['2017-02-14', '81.227203']]","[['2017-08-14', '4.070000'], ['2017-08-14', '1873.949951'], ['2017-08-14', '63.446537']]"
82,"['ARNC', 'HIMX']","['OLED', 'BMY', 'X']",20170213,United States Steel Is Ready To Run - Cramer's Lightning Round (2/10/17),20170813,"[['2017-02-13', '64.745316'], ['2017-02-13', '50.988163'], ['2017-02-13', '39.533493']]","[['2017-08-11', '111.424736'], ['2017-08-11', '56.388252'], ['2017-08-11', '23.160000']]"
83,"['ADM', 'AGCO', 'KNOP', 'NAK']","['THO', 'SHOP', 'SAIC', 'REVG', 'ACC']",20170210,Dow Chemical Is Inexpensive - Cramer's Lightning Round (2/9/17),20170810,"[['2017-02-10', '108.379868'], ['2017-02-10', '55.220001'], ['2017-02-10', '82.336212'], ['2017-02-10', '27.899645'], ['2017-02-10', '48.319687']]","[['2017-08-10', '101.699997'], ['2017-08-10', '88.400002'], ['2017-08-10', '68.953453'], ['2017-08-10', '25.209999'], ['2017-08-10', '46.490002']]"
84,"['ELY', 'AUO', 'CSCO', 'PFE', 'AGN']","['PLAY', 'PNRA', 'MIC', 'BLK']",20170209,BlackRock Keeps Making Money For Investors - Cramer's Lightning Round (2/8/17),20170809,"[['2017-02-09', '56.790001'], ['2017-02-09', '75.411751'], ['2017-02-09', '371.646942']]","[['2017-08-09', '61.040001'], ['2017-08-09', '74.099998'], ['2017-08-09', '428.749054']]"
85,"['AKS', 'NUE', 'X', 'RAD', 'WBA', 'GLW', 'AAPL']","['AAL', 'EXEL', 'BOX']",20170207,Don't Buy Rite Aid - Cramer's Lightning Round (2/6/17),20170807,"[['2017-02-07', '44.881878'], ['2017-02-07', '20.570000'], ['2017-02-07', '17.730000']]","[['2017-08-07', '50.477612'], ['2017-08-07', '26.690001'], ['2017-08-07', '18.840000']]"
86,"['EMR', 'ITW', 'NGD', 'GOLD', 'CLF']","['MEI', 'KTOS', 'CRZO']",20170206,Book Profits On Cliffs Natural Resources - Cramer's Lightning Round (2/3/17),20170806,"[['2017-02-06', '41.138210'], ['2017-02-06', '8.850000'], ['2017-02-06', '34.470001']]","[['2017-08-04', '38.871315'], ['2017-08-04', '11.070000'], ['2017-08-04', '14.790000']]"
87,['CRC'],"['D', 'TWI', 'XLNX']",20170203,Dominion Resources Is A Buy - Cramer's Lightning Round (2/2/17),20170803,"[['2017-02-03', '69.679253'], ['2017-02-03', '12.901230'], ['2017-02-03', '57.260551']]","[['2017-08-03', '77.662315'], ['2017-08-03', '10.574608'], ['2017-08-03', '62.555099']]"
88,"['FEYE', 'CHKP', 'CYBR', 'CARA']","['ACM', 'SN']",20170202,Sanchez Energy Is A Buy - Cramer's Lightning Round (2/1/17),20170802,"[['2017-02-02', '36.549999'], ['2017-02-02', '13.180000']]","[['2017-08-02', '31.580000'], ['2017-08-02', '4.880000']]"
89,"['MOH', 'UNH', 'FMX']","['RCL', 'TECK', 'CCL']",20170201,Buy UnitedHealthcare - Cramer's Lightning Round (1/31/17),20170801,"[['2017-02-01', '92.565735'], ['2017-02-01', '25.205757'], ['2017-02-01', '54.445755']]","[['2017-08-01', '116.263100'], ['2017-08-01', '21.529728'], ['2017-08-01', '67.084747']]"
90,"['X', 'NUE']","['POT', 'MOS', 'AGU', 'AGCO', 'CSCO', 'WY']",20170131,Cisco Is A Buy - Cramer's Lightning Round (1/30/17),20170731,"[['2017-01-31', '18.283592'], ['2017-01-31', '30.656937'], ['2017-01-31', '100.176994'], ['2017-01-31', '62.402920'], ['2017-01-31', '29.914303'], ['2017-01-31', '30.467043']]","[['2017-07-31', '17.807253'], ['2017-07-31', '23.953924'], ['2017-07-31', '99.288406'], ['2017-07-31', '71.995804'], ['2017-07-31', '31.180561'], ['2017-07-31', '32.711960']]"
91,"['ABG', 'AAP', 'TEVA', 'STM', 'MU']","['GLOP', 'AGN']",20170130,Allergan Is A Cheap Stock - Cramer's Lightning Round (1/27/17),20170730,"[['2017-01-30', '20.874405'], ['2017-01-30', '209.983749']]","[['2017-07-28', '24.477459'], ['2017-07-28', '252.243759']]"
92,"['BP', 'CVX', 'ABC']","['COHR', 'MTW', 'PI']",20170127,AmerisourceBergen Is Not A Trump Stock - Cramer's Lightning Round (1/26/17),20170727,"[['2017-01-27', '156.690002'], ['2017-01-27', '7.500000'], ['2017-01-27', '35.400002']]","[['2017-07-27', '269.670013'], ['2017-07-27', '5.790000'], ['2017-07-27', '50.330002']]"
93,"['FIT', 'DLNG']",['XLNX'],20170124,No Fan Of Fitbit - Cramer's Lightning Round (1/23/17),20170724,"[['2017-01-24', '57.949013']]","[['2017-07-24', '63.907642']]"
94,['ARRY'],"['TTWO', 'ATVI']",20170123,Take-Two Interactive Is A Buy - Cramer's Lightning Round (1/20/17),20170723,"[['2017-01-23', '52.160000'], ['2017-01-23', '38.295536']]","[['2017-07-21', '79.250000'], ['2017-07-21', '60.930000']]"
95,"['CVS', 'LNG', 'SN', 'SLB', 'APA', 'COT', 'KO', 'PEP']","['WFC', 'PNC', 'C', 'BAC', 'JPM']",20170120,Buy PepsiCo At $99 - Cramer's Lightning Round (1/19/17),20170720,"[['2017-01-20', '53.925686'], ['2017-01-20', '115.463470'], ['2017-01-20', '55.543655'], ['2017-01-20', '22.382818'], ['2017-01-20', '82.256065']]","[['2017-07-20', '54.484230'], ['2017-07-20', '126.238129'], ['2017-07-20', '66.054108'], ['2017-07-20', '23.818169'], ['2017-07-20', '90.669991']]"
96,"['SDRL', 'HIIQ', 'EXEL']","['MPC', 'HD', 'HUN']",20170118,Long Home Depot - Cramer's Lightning Round (1/17/17),20170718,"[['2017-01-18', '47.848278'], ['2017-01-18', '133.767731'], ['2017-01-18', '19.797794']]","[['2017-07-18', '54.409527'], ['2017-07-18', '151.275406'], ['2017-07-18', '26.797546']]"
97,"['SRPT', 'CTL', 'CXW', 'ETP', 'MMP']",['NXPI'],20170116,Yahoo Is Done - Cramer's Lightning Round (1/13/17),20170716,"[['2017-01-17', '97.620003']]","[['2017-07-14', '109.400002']]"
98,"['VC', 'SAN', 'BCS', 'PLD', 'KMI']","['HAS', 'MAT', 'AMT']",20170113,Buy American Tower Under $100 - Cramer's Lightning Round (1/12/17),20170713,"[['2017-01-13', '82.429031'], ['2017-01-13', '28.344015'], ['2017-01-13', '101.918335']]","[['2017-07-13', '111.142738'], ['2017-07-13', '20.545132'], ['2017-07-13', '133.482941']]"
99,"['WR', 'D', 'AEP', 'HYH']","['WEC', 'FCX', 'MTD', 'ACN', 'SAP', 'MDR', 'BRK.B']",20170112,Berkshire Hathaway B Shares Are Undervalued - Cramer's Lightning Round (1/11/17),20170712,"[['2017-01-12', '57.211674'], ['2017-01-12', '15.270000'], ['2017-01-12', '421.920013'], ['2017-01-12', '113.491936'], ['2017-01-12', '88.239227'], ['2017-01-12', '7.420000']]","[['2017-07-12', '60.875004'], ['2017-07-12', '12.270000'], ['2017-07-12', '602.349976'], ['2017-07-12', '124.266434'], ['2017-07-12', '104.839996'], ['2017-07-12', '7.420000']]"
100,"['BAS', 'SLB', 'CC', 'IONS']","['EQT', 'HRL', 'MMP', 'STAG', 'GWPH']",20170110,Hormel Foods Is A Long-Term Buy - Cramer's Lightning Round (1/9/17),20170710,"[['2017-01-10', '63.246006'], ['2017-01-10', '34.398033'], ['2017-01-10', '71.231178'], ['2017-01-10', '22.864286'], ['2017-01-10', '123.809998']]","[['2017-07-10', '59.871380'], ['2017-07-10', '32.479843'], ['2017-07-10', '68.673485'], ['2017-07-10', '26.647074'], ['2017-07-10', '100.099998']]"
101,"['FGP', 'O', 'SGYP', 'CAR', 'HUBS', 'CRM']","['TWLO', 'ADNT', 'T', 'WDC']",20170109,Western Digital Will Hit $85 - Cramer's Lightning Round (1/6/17),20170709,"[['2017-01-09', '28.100000'], ['2017-01-09', '55.252968'], ['2017-01-09', '39.306522'], ['2017-01-09', '70.624969']]","[['2017-07-07', '28.430000'], ['2017-07-07', '67.161430'], ['2017-07-07', '36.521378'], ['2017-07-07', '86.450035']]"
102,"['SLCA', 'SLB']","['ECA', 'ASIX', 'VOD', 'ARNC']",20170106,Vodafone Is A Buy - Cramer's Lightning Round (1/5/17),20170706,"[['2017-01-06', '12.891718'], ['2017-01-06', '22.320000'], ['2017-01-06', '25.252359'], ['2017-01-06', '20.481138']]","[['2017-07-06', '8.507459'], ['2017-07-06', '32.349998'], ['2017-07-06', '28.570000'], ['2017-07-06', '22.865211']]"
103,"['SFM', 'BWLD']","['AAPL', 'MDT', 'CG', 'SIRI', 'TXMD']",20170104,Apple Should Buy Sirius XM - Cramer's Lightning Round (1/3/17),20170704,"[['2017-01-04', '114.594292'], ['2017-01-04', '70.108246'], ['2017-01-04', '15.482500'], ['2017-01-04', '4.503163'], ['2017-01-04', '6.420000']]","[['2017-07-03', '142.938690'], ['2017-07-03', '87.827888'], ['2017-07-03', '19.153334'], ['2017-07-03', '5.370393'], ['2017-07-03', '5.450000']]"
104,"['GILD', 'CERN', 'UNH', 'CX', 'USCR', 'CXW']","['GSK', 'ASH', 'BLUE', 'AGN', 'SWN']",20161223,Gilead Sciences Has No Growth Left - Cramer's Lightning Round (12/22/16),20170623,"[['2016-12-23', '36.917454'], ['2016-12-23', '53.095787'], ['2016-12-23', '64.650002'], ['2016-12-23', '197.307632'], ['2016-12-23', '11.010000']]","[['2017-06-23', '43.742859'], ['2017-06-23', '67.001457'], ['2017-06-23', '112.000000'], ['2017-06-23', '245.713608'], ['2017-06-23', '5.790000']]"
105,"['AKS', 'NUE', 'CST', 'MPC', 'SNH', 'FRT', 'RIO', 'FCX']","['MAT', 'EOG', 'WR']",20161222,Mattel Knows Its Customers - Cramer's Lightning Round (12/21/16),20170622,"[['2016-12-22', '27.211023'], ['2016-12-22', '102.420311'], ['2016-12-22', '54.980499']]","[['2017-06-22', '20.118965'], ['2017-06-22', '87.375153'], ['2017-06-22', '52.688744']]"
106,"['BIIB', 'GPRE', 'FGP']",['JCI'],20161221,Buy Johnson Controls - Cramer's Lightning Round (12/20/16),20170621,"[['2016-12-21', '42.036091']]","[['2017-06-21', '40.944572']]"
107,"['KMB', 'NVS', 'AGN', 'CC', 'GPOR', 'FANG']","['KKR', 'OPK']",20161215,Market Needs More IPOs - Cramer's Lightning Round (12/14/16),20170615,"[['2016-12-15', '16.208960'], ['2016-12-15', '11.900000']]","[['2017-06-15', '18.268084'], ['2017-06-15', '6.450000']]"
108,"['GILD', 'CYBR', 'F', 'GM', 'POL', 'BANC', 'WYNN', 'MGM', 'RIG']",[],20161213,Ford Or GM? Cramer's Lightning Round (12/12/16),20170613,[],[]
109,"['WEN', 'MCD', 'PNRA', 'T', 'PAYX', 'PYPL', 'PBR', 'TRP', 'BP']",[],20161212,Still A Fan Of Wendy's - Cramer's Lightning Round (12/09/16),20170612,[],[]
110,"['ICE', 'FRC', 'PRU', 'HSY', 'BMY', 'DDD', 'GPN', 'FIS']",[],20161209,Higher For First Republic Bank? Cramer's Lightning Round (12/08/16),20170609,[],[]
111,"['CHK', 'STM', 'MRVL', 'CY', 'CHFC', 'ADI', 'AEO']",[],20161208,Chesapeake May Head Higher - Cramer's Lightning Round (12/07/16),20170608,[],[]
112,"['FDX', 'WDC', 'SSW', 'IIVI', 'HZNP', 'SBGL', 'GOLD']",[],20161207,Buy FedEx On Holiday Strength - Cramer's Lightning Round (12/06/16),20170607,[],[]
113,"['TWLO', 'HIMX', 'NVDA']","['P', 'EW']",20161206,Wait On Twilio - Cramer's Lightning Round (12/05/16),20170606,"[['2016-12-06', '13.780000'], ['2016-12-06', '83.220001']]","[['2017-06-06', '8.750000'], ['2017-06-06', '116.839996']]"
114,"['XYL', 'OLN', 'CWH', 'IFF', 'ACIA', 'BWLD', 'GILD', 'CELG', 'UA', 'ESRX', 'WBA', 'DXCM']",[],20161201,Caution On Acacia - Cramer's Lightning Round (11/30/16),20170601,[],[]
115,"['ZBH', 'AMGN', 'KKR', 'TYC', 'CLD', 'PI', 'NVDA', 'LNT', 'AEP', 'INSY', 'VALE', 'OLED']",[],20161130,A Cold Shoulder For Cloud Peak - Cramer's Lightning Round (11/29/16),20170530,[],[]
116,['PDCO'],"['HAL', 'CHK', 'BLK']",20161129,Cannot Go Wrong With BlackRock - Cramer's Lightning Round (11/28/16),20170529,"[['2016-11-29', '47.062035'], ['2016-11-29', '6.370000'], ['2016-11-29', '359.628693']]","[['2017-05-26', '45.367649'], ['2017-05-26', '5.290000'], ['2017-05-26', '402.103607']]"
117,"['HCN', 'URI']","['GKOS', 'AEP', 'WEN', 'CVX']",20161122,Chevron Is A Buy - Cramer's Lightning Round (11/21/16),20170522,"[['2016-11-22', '32.720001'], ['2016-11-22', '57.638012'], ['2016-11-22', '12.457808'], ['2016-11-22', '107.388840']]","[['2017-05-22', '37.119999'], ['2017-05-22', '68.846275'], ['2017-05-22', '15.934580'], ['2017-05-22', '105.064377']]"
118,"['HW', 'HD', 'ES', 'WNR', 'HZNP']","['HHC', 'DY', 'ABT']",20161121,Abbott Laboratories Is A Long-Term Buy - Cramer's Lightning Round (11/18/16),20170521,"[['2016-11-21', '108.629997'], ['2016-11-21', '92.949997'], ['2016-11-21', '38.858475']]","[['2017-05-19', '129.699997'], ['2017-05-19', '106.580002'], ['2017-05-19', '42.713528']]"
119,"['WFT', 'SLB']","['AMAT', 'STM', 'MUR']",20161118,Applied Materials Is A Buy - Cramer's Lightning Round (11/17/16),20170518,"[['2016-11-18', '30.416142'], ['2016-11-18', '9.264503'], ['2016-11-18', '29.891588']]","[['2017-05-18', '43.710674'], ['2017-05-18', '16.064850'], ['2017-05-18', '25.662104']]"
120,"['HIMX', 'AVGO', 'HSKA', 'IDXX', 'NOK', 'QIWI', 'V', 'WU']","['ULTA', 'MS', 'NWL', 'BAC', 'CHD']",20161117,Buy Ulta Salon At $240 - Cramer's Lightning Round (11/16/16),20170517,"[['2016-11-17', '251.130005'], ['2016-11-17', '39.399303'], ['2016-11-17', '46.754044'], ['2016-11-17', '19.778522'], ['2016-11-17', '43.922062']]","[['2017-05-17', '292.089996'], ['2017-05-17', '40.753044'], ['2017-05-17', '51.696819'], ['2017-05-17', '22.381630'], ['2017-05-17', '49.519501']]"
121,"['SPKE', 'CVX', 'NLY']","['BWLD', 'TEP', 'ZOES']",20161116,Buy Buffalo Wild Wings - Cramer's Lightning Round (11/15/16),20170516,"[['2016-11-16', '164.100006'], ['2016-11-16', '44.174416'], ['2016-11-16', '22.840000']]","[['2017-05-16', '157.699997'], ['2017-05-16', '49.202408'], ['2017-05-16', '17.799999']]"
122,"['CC', 'AYI', 'ISRG', 'FEYE']","['ARIA', 'GE', 'SYF', 'SUPN']",20161114,Book Profits On Chemours - Cramer's Lightning Round (11/11/16),20170514,"[['2016-11-14', '29.496449'], ['2016-11-14', '33.279518'], ['2016-11-14', '23.900000']]","[['2017-05-12', '27.756184'], ['2017-05-12', '26.457315'], ['2017-05-12', '33.250000']]"
123,"['EXR', 'HCP']",['BRK.B'],20161110,Buy Berkshire Hathaway - Cramer's Lightning Round (11/9/16),20170510,[],[]
124,"['FSLR', 'CFMS']",['HDP'],20161108,First Solar Made A Bad Call - Cramer's Lightning Round (11/7/16),20170508,"[['2016-11-08', '8.350000']]","[['2017-05-08', '11.050000']]"
125,"['MRO', 'EOG']","['TECD', 'WDC']",20161107,Western Digital Stock Is Cheap - Cramer's Lightning Round (11/4/16),20170507,"[['2016-11-07', '77.769997'], ['2016-11-07', '56.274979']]","[['2017-05-05', '96.019997'], ['2017-05-05', '89.717674']]"
